states	PB1	PB2	PA	NP	NA	MP	NS
67760000	2	1	2	4	4	1	5
67780000	2	1	2	5	3	1	5
67800000	2	1	1	4	4	2	5
67820000	2	1	2	6	4	1	7
67840000	2	1	1	5	3	1	5
67860000	2	1	1	5	4	1	5
67880000	2	1	2	4	4	1	6
67900000	2	1	1	4	3	1	5
67920000	2	2	2	4	3	1	5
67940000	2	1	1	4	3	1	5
67960000	2	1	2	7	3	2	6
67980000	2	1	2	5	3	1	5
68000000	2	1	2	5	3	1	5
68020000	2	1	2	8	4	1	6
68040000	2	1	2	5	4	1	5
68060000	2	1	1	6	3	1	5
68080000	2	1	2	4	3	1	6
68100000	2	2	2	5	5	2	6
68120000	2	1	2	4	3	1	5
68140000	2	1	1	6	3	1	6
68160000	2	1	2	5	3	1	5
68180000	2	1	2	6	3	1	5
68200000	2	1	1	5	4	1	5
68220000	2	1	2	6	3	1	5
68240000	2	1	2	5	3	1	5
68260000	2	1	3	5	3	1	5
68280000	2	2	2	5	3	1	5
68300000	2	1	2	6	4	1	5
68320000	2	1	2	6	4	1	5
68340000	2	2	2	7	4	2	6
68360000	2	1	5	5	4	3	6
68380000	2	1	2	7	3	1	5
68400000	2	2	2	4	3	1	5
68420000	2	1	2	6	3	1	5
68440000	2	1	2	4	3	1	7
68460000	2	1	1	5	4	1	6
68480000	2	1	2	4	3	1	7
68500000	2	1	2	4	3	1	6
68520000	2	1	2	5	3	1	5
68540000	2	1	2	5	4	1	5
68560000	2	1	2	5	4	1	6
68580000	2	1	3	5	3	1	6
68600000	2	1	2	5	5	1	5
68620000	2	1	2	5	3	1	6
68640000	2	1	2	5	3	1	5
68660000	2	1	2	5	3	1	6
68680000	2	1	2	6	3	2	8
68700000	2	1	1	4	4	1	6
68720000	3	1	2	6	3	1	6
68740000	2	1	2	5	3	1	5
68760000	2	1	2	4	3	1	6
68780000	3	1	2	6	4	1	6
68800000	2	1	2	6	4	1	6
68820000	2	1	2	6	3	1	5
68840000	2	1	2	7	3	1	6
68860000	2	1	3	5	3	1	8
68880000	2	1	2	5	3	1	5
68900000	2	1	2	5	4	1	5
68920000	2	1	2	4	3	3	5
68940000	2	1	2	5	3	1	5
68960000	2	1	2	8	4	1	6
68980000	2	1	2	5	3	1	5
69000000	2	2	1	5	3	1	5
69020000	2	2	1	4	4	1	5
69040000	2	2	2	4	4	2	5
69060000	2	2	2	5	3	1	5
69080000	2	1	1	4	3	1	5
69100000	2	1	2	5	3	1	6
69120000	2	1	2	6	4	1	5
69140000	2	1	2	5	3	1	5
69160000	2	1	1	6	4	1	5
69180000	2	1	1	5	3	1	7
69200000	2	1	2	5	3	1	5
69220000	2	1	2	4	4	2	5
69240000	2	1	2	6	3	1	6
69260000	2	2	1	5	3	1	5
69280000	2	1	2	5	5	1	5
69300000	2	2	2	5	4	1	5
69320000	2	1	2	4	3	1	5
69340000	2	1	1	6	3	1	5
69360000	2	1	2	4	5	1	5
69380000	2	1	2	5	3	1	5
69400000	2	1	1	7	3	1	5
69420000	2	1	2	4	4	2	6
69440000	2	1	2	6	4	1	6
69460000	2	2	2	6	5	2	5
69480000	2	3	2	5	5	2	5
69500000	2	1	2	5	3	1	5
69520000	2	1	2	7	4	1	5
69540000	2	1	2	7	3	1	5
69560000	3	3	3	5	3	3	5
69580000	2	2	2	5	3	1	6
69600000	2	1	2	4	3	1	5
69620000	2	1	2	5	4	2	5
69640000	2	1	2	7	3	2	5
69660000	2	3	1	6	4	2	5
69680000	2	1	2	5	4	1	5
69700000	2	2	1	4	4	3	5
69720000	2	1	2	5	4	1	7
69740000	2	1	3	5	3	1	5
69760000	2	1	2	5	3	1	6
69780000	2	1	2	5	3	1	5
69800000	3	1	1	5	3	1	5
69820000	2	1	1	5	3	1	5
69840000	2	3	2	5	4	2	5
69860000	2	2	2	4	4	2	6
69880000	2	1	2	5	3	1	7
69900000	2	3	2	6	3	1	5
69920000	2	1	1	6	3	1	5
69940000	2	1	2	5	3	1	5
69960000	2	1	2	5	4	1	6
69980000	2	4	2	5	3	1	5
70000000	2	1	2	4	3	1	6
70020000	2	1	2	4	3	1	5
70040000	2	1	2	6	5	1	5
70060000	2	2	2	6	3	1	6
70080000	2	1	2	7	4	1	5
70100000	2	1	2	5	3	1	6
70120000	2	1	2	4	3	1	6
70140000	2	1	2	5	3	1	5
70160000	2	1	2	5	3	1	6
70180000	2	1	4	5	4	1	5
70200000	2	1	2	5	4	1	5
70220000	2	1	2	5	3	1	7
70240000	2	1	2	5	3	1	5
70260000	3	1	2	6	3	1	5
70280000	2	1	2	5	3	1	5
70300000	2	1	2	5	3	1	6
70320000	2	1	3	5	3	1	7
70340000	2	1	2	5	3	1	5
70360000	2	2	2	4	5	1	6
70380000	2	1	1	5	5	1	5
70400000	2	1	2	4	4	1	5
70420000	2	2	4	4	5	1	6
70440000	2	1	2	5	4	1	5
70460000	2	1	2	5	3	1	5
70480000	2	2	1	4	3	2	5
70500000	2	1	2	4	3	1	5
70520000	2	1	2	4	4	1	5
70540000	2	1	2	5	3	1	5
70560000	2	2	2	5	4	1	6
70580000	2	1	2	4	3	1	6
70600000	2	1	1	7	3	1	6
70620000	2	1	2	7	4	2	5
70640000	2	1	2	5	3	2	5
70660000	2	1	2	6	3	1	5
70680000	2	2	2	4	3	1	6
70700000	2	1	1	5	4	1	5
70720000	2	2	2	4	3	3	5
70740000	2	1	2	5	3	1	6
70760000	2	3	2	5	4	1	5
70780000	3	1	2	5	3	1	6
70800000	2	1	1	5	3	1	5
70820000	3	1	2	5	3	1	6
70840000	2	1	2	5	3	1	5
70860000	2	1	2	6	3	1	5
70880000	2	3	2	5	4	1	7
70900000	2	1	2	4	5	1	6
70920000	2	1	2	6	3	1	5
70940000	2	1	2	4	4	1	7
70960000	2	1	2	4	4	1	6
70980000	2	2	2	5	4	1	5
71000000	2	2	2	7	5	1	5
71020000	2	1	1	6	3	1	5
71040000	2	1	2	6	3	1	5
71060000	2	1	2	8	4	1	5
71080000	5	1	3	5	3	1	6
71100000	2	1	2	5	3	1	6
71120000	2	1	2	5	3	1	5
71140000	2	1	2	5	3	1	5
71160000	2	2	2	5	4	1	6
71180000	2	1	1	4	3	1	6
71200000	2	2	2	5	4	1	5
71220000	2	2	2	7	4	2	5
71240000	2	2	2	6	4	2	5
71260000	2	2	2	6	3	2	5
71280000	2	1	2	5	4	2	5
71300000	2	1	2	5	4	1	5
71320000	2	1	2	5	4	2	5
71340000	2	2	3	4	4	1	6
71360000	3	1	1	5	5	1	8
71380000	2	1	1	5	4	1	5
71400000	3	1	2	9	3	1	5
71420000	2	1	2	5	3	1	5
71440000	2	1	2	5	3	2	5
71460000	2	2	2	4	4	2	6
71480000	2	1	2	5	4	1	5
71500000	2	1	2	5	3	1	5
71520000	2	1	2	5	3	1	5
71540000	2	1	2	5	3	1	5
71560000	3	2	2	4	3	1	5
71580000	3	3	1	4	4	2	6
71600000	2	1	2	4	4	1	5
71620000	2	1	2	4	3	1	6
71640000	2	1	2	5	4	3	6
71660000	2	1	2	4	3	1	5
71680000	2	1	2	6	3	1	5
71700000	2	1	1	5	3	1	5
71720000	2	1	2	4	3	1	7
71740000	2	1	1	5	3	1	6
71760000	2	1	1	4	4	1	5
71780000	2	1	1	9	5	1	5
71800000	2	1	1	6	4	1	6
71820000	2	1	1	5	3	1	5
71840000	2	1	1	5	3	1	5
71860000	2	1	3	7	3	1	5
71880000	2	1	3	6	3	1	5
71900000	2	1	2	4	3	1	5
71920000	2	1	1	5	3	1	5
71940000	2	1	1	4	3	1	5
71960000	2	1	1	9	3	1	5
71980000	2	1	1	5	3	1	6
72000000	2	1	1	5	4	1	5
72020000	2	1	2	5	3	1	5
72040000	2	1	2	6	3	1	5
72060000	2	1	2	5	3	1	5
72080000	2	1	2	5	3	1	6
72100000	2	2	2	5	4	1	5
72120000	2	1	2	4	3	1	5
72140000	2	1	2	6	3	1	5
72160000	2	2	2	5	5	1	5
72180000	2	1	2	5	4	1	5
72200000	2	1	2	5	3	1	5
72220000	2	1	2	5	3	1	6
72240000	2	1	2	5	3	1	6
72260000	2	1	2	5	3	1	5
72280000	2	1	2	5	5	1	5
72300000	2	1	2	9	3	1	5
72320000	2	1	2	4	3	1	6
72340000	2	1	2	6	3	1	5
72360000	2	2	2	5	3	1	7
72380000	2	1	2	5	3	1	6
72400000	2	1	3	5	3	1	6
72420000	2	1	2	6	3	1	6
72440000	2	1	2	5	3	1	6
72460000	2	2	2	4	3	1	5
72480000	2	1	1	5	3	1	5
72500000	2	1	2	4	4	1	7
72520000	2	1	2	5	3	1	5
72540000	2	1	2	5	3	1	5
72560000	2	1	2	5	3	1	6
72580000	2	1	2	4	3	1	5
72600000	2	1	1	6	3	2	5
72620000	2	1	2	4	5	1	5
72640000	2	1	1	5	3	1	5
72660000	2	1	2	6	4	1	5
72680000	3	1	1	5	3	1	7
72700000	2	2	1	4	3	2	7
72720000	2	1	2	5	4	1	5
72740000	2	2	2	5	3	1	5
72760000	2	1	2	5	3	1	5
72780000	2	1	2	5	5	1	6
72800000	2	2	2	6	4	2	6
72820000	2	1	2	8	4	1	5
72840000	2	3	2	5	4	1	5
72860000	3	1	2	6	4	1	5
72880000	2	1	2	5	4	1	6
72900000	2	1	1	5	4	1	7
72920000	2	1	1	7	3	1	5
72940000	2	1	2	5	5	1	5
72960000	2	1	2	5	3	1	5
72980000	2	2	2	4	4	1	6
73000000	2	1	2	9	4	1	6
73020000	2	1	2	7	3	1	8
73040000	2	1	2	5	3	1	5
73060000	2	1	2	5	3	1	6
73080000	2	1	3	5	4	1	5
73100000	2	1	1	5	3	1	5
73120000	2	1	2	5	3	1	5
73140000	2	1	2	5	3	1	5
73160000	2	1	1	6	3	1	5
73180000	2	1	2	6	3	1	5
73200000	2	2	2	6	3	1	7
73220000	2	1	2	4	4	1	5
73240000	2	1	2	5	3	1	5
73260000	2	1	1	5	4	1	5
73280000	2	2	2	4	3	1	5
73300000	2	3	2	5	3	1	5
73320000	2	1	1	5	3	2	5
73340000	2	1	2	5	3	1	5
73360000	2	1	2	5	3	1	5
73380000	2	1	2	7	4	1	6
73400000	2	1	2	5	3	1	6
73420000	2	3	2	5	3	1	5
73440000	2	1	2	5	4	1	6
73460000	2	1	2	5	3	1	6
73480000	2	3	2	5	4	1	5
73500000	2	1	2	5	3	2	5
73520000	2	1	1	5	5	1	5
73540000	2	1	2	7	4	1	7
73560000	2	2	2	8	4	1	5
73580000	2	1	1	4	3	1	5
73600000	2	2	1	6	4	1	5
73620000	2	1	2	5	4	1	5
73640000	2	2	2	4	3	1	5
73660000	2	1	2	6	4	1	5
73680000	2	1	1	5	4	1	5
73700000	2	1	2	5	3	1	6
73720000	2	1	2	5	4	2	5
73740000	2	3	1	5	4	1	5
73760000	2	1	2	5	3	1	5
73780000	2	1	2	4	4	1	5
73800000	2	1	2	6	3	1	7
73820000	2	1	2	5	4	1	5
73840000	2	1	2	5	4	2	5
73860000	2	1	2	5	4	1	5
73880000	2	1	2	6	3	1	5
73900000	2	1	2	4	3	1	5
73920000	2	1	2	4	4	2	6
73940000	2	1	2	5	3	1	5
73960000	2	1	1	4	3	1	5
73980000	2	1	2	4	3	1	5
74000000	2	1	2	5	3	1	6
74020000	2	2	2	4	3	1	5
74040000	2	1	2	5	3	1	5
74060000	2	2	1	4	4	1	5
74080000	2	1	1	5	3	1	5
74100000	2	2	2	4	4	1	7
74120000	2	1	2	4	3	1	5
74140000	3	1	2	5	3	1	5
74160000	2	1	2	5	5	1	5
74180000	2	1	1	5	3	1	5
74200000	2	1	1	4	3	1	5
74220000	2	1	3	4	4	1	5
74240000	2	1	2	5	4	1	6
74260000	2	1	2	7	3	1	6
74280000	2	1	2	5	4	1	8
74300000	2	1	2	5	3	1	5
74320000	2	1	2	6	3	1	8
74340000	2	1	3	5	3	1	5
74360000	2	2	2	8	3	1	5
74380000	2	1	2	4	3	2	5
74400000	2	1	1	5	3	1	5
74420000	2	1	2	7	7	2	5
74440000	2	1	2	7	3	1	5
74460000	2	1	3	5	4	1	5
74480000	2	1	2	5	5	1	5
74500000	2	1	2	6	3	1	5
74520000	2	1	2	8	4	1	5
74540000	2	1	2	4	4	1	5
74560000	2	1	2	7	4	1	5
74580000	2	2	2	4	3	1	5
74600000	2	1	2	7	4	3	5
74620000	2	1	2	6	3	1	5
74640000	2	1	2	4	3	1	5
74660000	3	2	1	5	3	2	5
74680000	2	1	1	5	3	1	6
74700000	2	1	2	5	4	1	6
74720000	2	1	2	4	3	1	5
74740000	2	1	2	4	3	1	5
74760000	2	2	1	7	3	1	6
74780000	2	1	2	5	3	1	6
74800000	2	1	2	5	3	1	6
74820000	2	1	2	5	3	1	6
74840000	2	1	2	6	4	1	5
74860000	2	1	3	5	3	1	5
74880000	2	1	2	5	3	1	6
74900000	2	1	2	5	3	1	7
74920000	2	1	2	4	3	1	5
74940000	2	1	1	5	4	1	5
74960000	2	1	1	5	3	1	5
74980000	2	1	2	5	3	1	6
75000000	2	3	2	6	4	1	7
75020000	2	1	2	6	3	1	6
75040000	2	1	1	5	4	1	5
75060000	2	1	2	6	3	1	5
75080000	2	1	2	4	3	1	5
75100000	2	1	2	5	3	1	5
75120000	2	1	2	4	3	1	5
75140000	2	3	2	7	4	2	5
75160000	3	2	2	5	4	1	5
75180000	2	1	2	4	4	1	6
75200000	2	1	1	7	3	1	6
75220000	2	1	2	6	3	1	5
75240000	2	3	2	4	3	1	6
75260000	2	1	2	5	4	1	6
75280000	2	1	2	5	4	1	6
75300000	3	1	2	6	4	2	6
75320000	2	1	2	5	5	1	6
75340000	2	1	2	5	5	1	5
75360000	2	1	2	8	3	1	5
75380000	2	1	2	6	3	1	5
75400000	2	2	2	4	4	1	6
75420000	2	1	1	6	3	1	5
75440000	2	2	2	5	3	1	6
75460000	2	1	2	4	4	1	6
75480000	2	1	2	5	4	1	6
75500000	2	2	2	5	3	1	5
75520000	2	1	2	4	3	1	5
75540000	2	1	2	4	3	1	5
75560000	2	2	2	5	3	2	5
75580000	2	1	2	5	3	1	5
75600000	2	2	2	4	3	1	5
75620000	2	1	2	5	3	1	5
75640000	2	2	2	4	5	1	6
75660000	2	1	1	5	3	1	5
75680000	2	1	3	7	3	1	6
75700000	2	3	1	5	4	1	5
75720000	2	3	2	5	4	1	6
75740000	2	1	1	6	4	1	6
75760000	3	1	2	5	3	1	6
75780000	2	1	2	6	4	1	5
75800000	2	1	2	5	3	1	5
75820000	2	2	2	6	4	1	6
75840000	2	1	2	5	3	1	5
75860000	2	1	2	5	3	2	6
75880000	2	1	2	5	3	1	7
75900000	2	1	2	5	3	2	5
75920000	2	1	2	7	3	1	6
75940000	2	2	2	6	4	1	5
75960000	2	1	2	5	3	1	6
75980000	2	1	1	4	3	1	5
76000000	2	1	1	6	4	1	6
76020000	2	1	1	8	4	1	6
76040000	2	1	3	4	3	1	6
76060000	2	1	2	6	3	1	6
76080000	2	1	2	5	4	1	5
76100000	2	2	2	8	4	4	5
76120000	2	2	2	4	3	1	6
76140000	2	2	2	5	4	1	5
76160000	2	3	2	4	4	1	5
76180000	2	1	2	4	3	1	5
76200000	2	2	2	5	3	1	5
76220000	2	1	2	5	3	1	6
76240000	2	1	2	5	3	1	6
76260000	2	1	1	5	3	1	5
76280000	2	1	1	6	3	1	5
76300000	2	1	2	5	3	1	5
76320000	2	1	2	5	3	2	5
76340000	2	1	2	4	4	1	5
76360000	2	2	2	5	4	1	6
76380000	2	1	2	5	4	1	6
76400000	2	1	2	7	4	1	5
76420000	2	2	2	5	4	1	5
76440000	2	1	2	7	3	1	5
76460000	2	1	2	5	3	1	6
76480000	2	2	2	5	3	3	5
76500000	2	1	2	5	4	1	6
76520000	2	2	2	5	4	2	5
76540000	2	1	2	5	3	1	5
76560000	2	1	2	5	3	1	5
76580000	4	1	2	6	3	3	7
76600000	2	1	2	5	3	1	5
76620000	3	1	2	4	3	1	5
76640000	2	1	2	6	3	1	5
76660000	2	2	2	5	3	1	6
76680000	2	1	2	4	3	1	6
76700000	2	1	2	7	3	1	5
76720000	2	1	2	5	3	1	5
76740000	2	1	2	4	3	1	5
76760000	2	1	2	5	4	1	5
76780000	2	1	2	4	3	1	5
76800000	3	1	2	5	3	1	5
76820000	2	1	3	5	3	1	7
76840000	2	1	2	6	3	1	6
76860000	2	2	2	5	4	1	6
76880000	2	1	1	5	3	2	7
76900000	2	1	2	5	4	1	5
76920000	2	1	2	5	5	1	5
76940000	2	1	2	5	3	1	5
76960000	2	1	2	5	3	1	5
76980000	2	1	3	6	3	1	6
77000000	2	1	2	5	3	1	6
77020000	2	1	2	5	4	1	5
77040000	2	1	2	6	3	1	5
77060000	2	1	2	5	3	1	6
77080000	3	1	2	4	5	2	6
77100000	2	1	2	6	4	2	5
77120000	2	1	1	5	3	1	5
77140000	2	1	2	5	3	2	5
77160000	2	1	2	6	3	1	6
77180000	2	1	1	6	4	1	7
77200000	2	1	2	5	3	1	5
77220000	2	1	2	5	3	1	5
77240000	2	1	2	6	3	1	5
77260000	2	1	2	6	4	1	5
77280000	2	1	2	7	4	1	5
77300000	2	1	2	5	3	1	7
77320000	2	1	2	6	3	1	5
77340000	2	1	2	4	3	1	5
77360000	2	1	2	6	3	1	5
77380000	2	1	2	4	3	1	5
77400000	2	1	2	5	3	1	5
77420000	2	1	2	5	3	1	5
77440000	2	1	2	5	3	1	5
77460000	2	1	2	7	3	1	5
77480000	2	1	2	4	4	1	6
77500000	2	1	2	5	4	1	5
77520000	2	1	2	5	4	1	5
77540000	2	1	2	7	4	1	6
77560000	2	1	2	5	3	1	6
77580000	2	1	2	5	3	1	5
77600000	2	2	2	5	3	2	5
77620000	2	1	2	4	3	1	6
77640000	2	1	2	4	3	1	5
77660000	2	1	1	5	3	2	5
77680000	2	1	2	4	3	2	5
77700000	2	1	2	4	4	1	5
77720000	2	1	1	6	4	2	5
77740000	2	1	1	4	4	2	7
77760000	2	1	2	5	3	1	5
77780000	2	1	2	5	4	1	6
77800000	2	1	2	4	4	1	5
77820000	2	2	1	4	3	1	6
77840000	2	1	2	4	3	2	5
77860000	2	1	2	5	3	1	5
77880000	2	1	2	4	3	1	5
77900000	2	1	2	5	3	1	5
77920000	2	1	2	5	4	1	5
77940000	2	2	2	5	3	1	5
77960000	2	1	2	4	3	1	6
77980000	2	1	5	4	4	1	6
78000000	2	1	3	6	5	1	5
78020000	2	1	2	5	4	1	5
78040000	2	1	2	5	4	1	5
78060000	2	1	2	5	4	1	5
78080000	2	1	3	6	4	1	5
78100000	2	1	1	4	3	2	7
78120000	2	1	1	5	3	1	7
78140000	2	1	2	4	3	1	5
78160000	2	3	2	5	3	1	5
78180000	2	1	2	4	3	3	5
78200000	2	1	2	5	5	1	6
78220000	2	1	1	4	4	1	6
78240000	2	1	2	5	4	1	5
78260000	2	1	2	6	3	1	5
78280000	2	1	2	5	3	1	6
78300000	2	1	2	6	3	1	5
78320000	2	1	2	5	3	1	5
78340000	2	2	2	5	4	1	5
78360000	2	1	2	5	3	1	5
78380000	2	1	2	5	3	1	5
78400000	2	2	1	5	4	2	5
78420000	2	2	1	5	4	1	5
78440000	2	1	2	7	4	1	6
78460000	2	1	2	5	3	1	5
78480000	2	1	1	4	3	1	7
78500000	2	2	2	4	3	1	5
78520000	2	1	1	4	3	1	5
78540000	2	1	2	7	4	1	5
78560000	2	1	3	4	3	1	5
78580000	2	1	2	6	3	1	6
78600000	2	1	2	7	5	1	5
78620000	2	1	2	7	4	1	5
78640000	2	1	2	5	4	1	6
78660000	2	1	2	5	3	1	10
78680000	2	1	2	5	3	1	5
78700000	2	1	3	5	3	1	5
78720000	2	1	2	6	3	1	6
78740000	2	1	2	4	3	1	5
78760000	2	2	1	6	3	1	5
78780000	2	1	1	4	3	1	5
78800000	2	1	2	4	4	1	5
78820000	3	1	2	5	4	1	6
78840000	2	1	1	4	4	1	5
78860000	2	1	2	4	3	1	5
78880000	2	3	2	4	4	2	6
78900000	2	1	2	5	4	1	5
78920000	2	1	1	5	3	1	5
78940000	2	1	2	6	3	1	5
78960000	2	1	1	5	3	1	6
78980000	2	1	1	5	3	1	5
79000000	2	1	3	5	6	1	5
79020000	2	1	1	5	3	1	7
79040000	2	1	2	6	4	1	5
79060000	2	1	2	5	3	1	5
79080000	2	2	1	4	4	1	5
79100000	2	2	2	5	4	1	6
79120000	2	1	2	4	4	1	6
79140000	3	1	2	5	3	1	7
79160000	2	1	2	5	3	1	5
79180000	2	1	1	6	4	1	5
79200000	2	1	2	4	3	1	6
79220000	2	2	2	4	3	1	8
79240000	2	1	2	5	3	2	5
79260000	2	1	2	4	3	1	6
79280000	2	1	2	5	4	1	5
79300000	3	2	2	5	4	1	5
79320000	2	1	3	5	5	1	5
79340000	2	1	2	4	5	1	6
79360000	2	2	2	8	3	1	5
79380000	2	1	2	5	3	1	5
79400000	2	1	2	5	3	1	5
79420000	2	1	2	5	5	1	5
79440000	2	1	2	5	3	1	6
79460000	3	1	2	5	4	2	5
79480000	2	1	2	4	3	1	5
79500000	2	1	2	4	3	1	5
79520000	2	1	2	5	3	1	7
79540000	2	1	2	4	4	1	5
79560000	3	1	2	5	3	1	5
79580000	2	1	2	6	4	1	5
79600000	2	1	2	5	3	1	5
79620000	2	1	2	4	3	1	5
79640000	2	1	2	5	3	2	5
79660000	2	1	2	5	3	1	6
79680000	2	1	1	5	3	1	5
79700000	2	3	2	6	3	1	7
79720000	2	2	2	5	3	1	5
79740000	2	1	2	4	3	1	7
79760000	2	1	2	5	3	1	5
79780000	2	1	1	5	3	1	6
79800000	2	1	2	6	3	2	5
79820000	3	1	2	5	3	1	5
79840000	2	1	1	4	3	1	6
79860000	2	1	2	4	4	1	5
79880000	2	1	2	4	5	1	6
79900000	2	1	3	5	3	1	5
79920000	2	2	2	5	3	1	5
79940000	2	1	2	7	3	1	6
79960000	2	1	2	4	3	1	5
79980000	2	3	2	6	3	1	5
80000000	2	1	2	5	4	1	7
80020000	2	1	2	4	3	1	5
80040000	2	1	1	6	3	1	5
80060000	2	1	2	5	3	1	5
80080000	2	1	2	4	3	1	5
80100000	2	2	2	4	3	1	5
80120000	2	2	1	5	3	1	5
80140000	2	1	2	4	3	1	6
80160000	2	3	1	7	3	1	7
80180000	2	1	2	7	3	1	5
80200000	2	1	2	4	4	1	5
80220000	2	1	2	4	3	1	5
80240000	2	1	2	5	3	1	6
80260000	3	1	1	8	3	1	6
80280000	2	1	1	5	3	1	5
80300000	2	3	1	4	3	2	8
80320000	2	2	1	5	3	1	6
80340000	2	1	1	5	3	1	6
80360000	2	1	1	8	3	1	6
80380000	2	1	1	4	3	1	5
80400000	2	2	1	4	3	1	5
80420000	2	1	1	4	3	1	5
80440000	2	1	2	7	4	1	5
80460000	2	1	2	6	3	1	5
80480000	2	1	3	6	3	1	6
80500000	2	1	2	4	3	1	5
80520000	2	1	2	6	3	1	5
80540000	2	2	1	5	4	2	5
80560000	2	1	2	4	3	1	6
80580000	2	1	2	5	4	1	5
80600000	2	1	1	4	4	1	5
80620000	2	1	2	5	4	1	5
80640000	2	1	1	4	3	1	5
80660000	2	1	2	5	3	1	6
80680000	2	1	2	6	3	1	6
80700000	2	1	2	5	3	1	5
80720000	3	1	2	5	4	1	7
80740000	2	1	2	7	4	1	5
80760000	2	1	2	6	4	1	5
80780000	2	2	3	6	3	1	5
80800000	2	1	2	5	3	1	5
80820000	2	1	2	5	3	1	5
80840000	2	1	2	5	3	1	5
80860000	2	1	2	6	4	1	5
80880000	2	1	2	6	3	1	5
80900000	2	1	2	6	5	1	6
80920000	2	2	2	6	4	2	5
80940000	2	1	2	5	3	1	5
80960000	2	2	2	4	5	2	6
80980000	2	2	2	6	4	2	7
81000000	2	1	2	7	3	1	5
81020000	2	1	1	6	5	1	6
81040000	2	1	2	5	3	1	5
81060000	2	1	1	5	3	1	6
81080000	2	1	2	6	3	1	5
81100000	2	1	2	5	4	3	5
81120000	2	1	2	4	3	1	5
81140000	2	2	2	5	4	1	5
81160000	2	1	1	6	3	1	5
81180000	2	1	1	6	3	1	5
81200000	2	1	2	5	3	1	5
81220000	2	1	2	5	3	1	5
81240000	2	1	3	5	3	1	5
81260000	2	1	2	9	3	1	5
81280000	2	1	2	6	3	1	5
81300000	2	1	2	7	4	1	5
81320000	2	1	1	6	3	1	6
81340000	2	1	2	6	3	1	6
81360000	2	1	2	5	3	1	6
81380000	3	2	3	5	3	2	5
81400000	2	1	2	5	3	1	5
81420000	2	1	1	5	3	1	5
81440000	2	1	2	5	3	1	6
81460000	2	1	2	6	3	1	6
81480000	2	1	2	5	4	1	7
81500000	2	1	2	5	3	1	5
81520000	2	1	3	5	3	1	6
81540000	2	1	2	7	4	1	5
81560000	2	1	1	7	4	1	5
81580000	2	1	2	5	3	1	5
81600000	2	1	5	4	4	2	5
81620000	2	2	2	5	3	1	5
81640000	2	1	2	6	3	1	5
81660000	2	1	2	5	3	1	5
81680000	2	2	3	4	4	1	5
81700000	2	1	2	5	5	1	5
81720000	2	1	2	6	3	1	5
81740000	2	1	2	5	3	1	6
81760000	2	1	2	4	3	1	7
81780000	2	1	2	5	3	1	8
81800000	2	2	4	5	3	1	5
81820000	2	1	2	6	3	1	5
81840000	2	2	2	6	4	2	5
81860000	2	3	1	4	5	3	6
81880000	2	1	2	10	4	1	5
81900000	2	1	2	5	4	1	5
81920000	2	1	2	7	4	1	5
81940000	2	1	2	4	4	1	6
81960000	2	3	2	4	3	1	6
81980000	2	1	2	5	4	1	6
82000000	2	2	2	5	3	1	5
82020000	2	1	2	4	4	1	7
82040000	2	1	1	8	3	1	5
82060000	2	1	7	5	4	1	5
82080000	2	1	2	5	3	1	5
82100000	2	1	2	5	3	1	5
82120000	2	1	2	4	3	2	6
82140000	2	1	2	5	4	1	5
82160000	2	1	3	4	3	1	7
82180000	2	1	1	5	3	2	5
82200000	2	1	3	7	4	1	5
82220000	2	1	3	5	3	1	5
82240000	2	1	2	4	3	1	5
82260000	2	2	2	7	3	1	5
82280000	2	2	1	6	3	2	5
82300000	2	1	2	4	4	1	5
82320000	2	2	1	5	3	1	6
82340000	2	1	2	8	4	2	5
82360000	2	2	2	5	4	1	5
82380000	2	1	1	5	3	1	6
82400000	2	2	2	5	3	1	7
82420000	2	1	2	5	3	1	6
82440000	2	1	2	5	4	1	5
82460000	2	1	1	5	3	1	5
82480000	2	3	2	5	4	2	6
82500000	2	2	2	5	4	1	6
82520000	2	1	2	5	3	1	5
82540000	2	1	1	4	4	1	5
82560000	2	2	2	4	3	1	6
82580000	2	2	2	4	4	1	5
82600000	2	2	1	4	4	1	6
82620000	2	1	2	4	3	1	5
82640000	2	1	2	4	4	1	5
82660000	2	3	2	7	3	1	5
82680000	2	1	2	5	3	3	6
82700000	2	1	1	4	3	1	5
82720000	2	1	1	4	4	1	6
82740000	2	1	2	6	4	1	5
82760000	2	1	1	8	3	1	5
82780000	2	1	1	5	3	1	5
82800000	2	1	2	4	4	1	5
82820000	2	1	2	5	3	1	5
82840000	2	1	1	6	4	1	5
82860000	2	1	1	5	3	2	6
82880000	2	1	2	6	3	1	6
82900000	2	2	2	4	3	1	6
82920000	2	1	1	5	4	1	5
82940000	3	1	2	6	3	1	5
82960000	2	2	1	4	3	1	6
82980000	2	1	1	7	3	1	7
83000000	2	2	3	5	3	1	5
83020000	2	1	2	5	4	1	5
83040000	2	1	2	5	3	1	5
83060000	2	1	1	5	3	1	5
83080000	2	1	2	5	3	1	6
83100000	2	3	2	5	3	1	5
83120000	2	1	2	4	3	2	5
83140000	2	1	2	4	4	2	5
83160000	2	1	2	5	3	1	5
83180000	2	1	2	7	3	1	5
83200000	2	1	2	5	3	1	5
83220000	2	1	1	4	3	1	5
83240000	2	1	1	6	3	1	5
83260000	2	1	2	4	3	1	5
