We acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI354049	NP	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
EPI278928	MP	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278929	PA	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278930	PB1	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278931	PB2	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278932	NA	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278933	HA	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278926	NP	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278927	NS	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278921	PA	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278922	PB1	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278918	NP	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278919	NS	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278920	MP	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278923	PB2	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278924	NA	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI278925	HA	Bolivia, Plurinationial State of	2010-Mar-19	B/Bolivia/104/2010	Instituto Nacional de Laboratoriosde Salud (INLASA)	Centers for Disease Control and Prevention	
EPI276083	PB1	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI276084	PB2	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI276085	PA	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI276086	HA	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI276087	NP	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI276088	NA	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI276091	MP	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI276092	NS	United States	2009-Mar-01	B/North Carolina/WRAIR1582P/2009		Other Database Import	Houng,H.-S.; Zhou,Y.; Lyons,A.; Kuschner,R.A.
EPI271541	NS	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI271542	NA	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI271543	HA	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI278913	NP	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI278916	PB1	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI278917	PB2	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI278914	MP	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI278915	PA	Bangladesh	2010-Jan-20	B/Bangladesh/1994/2010	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI247583	NS	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI247584	MP	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI247585	NA	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI247586	HA	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339217	NP	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339218	PA	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339219	PB1	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339220	PB2	Bangladesh	2009-Nov-01	B/Bangladesh/9673/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI239538	HA	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI239539	MP	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI239540	NA	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI239541	NP	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI239542	NS	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI239543	PA	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI239544	PB1	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI239545	PB2	United States	1994-Jan-01	B/Ann Arbor/1994		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI233212	NS	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI233213	NA	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI233214	HA	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339212	NP	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339213	MP	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339214	PA	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339215	PB1	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI339216	PB2	Bangladesh	2009-Sep-30	B/Bangladesh/5945/2009	Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC)	Centers for Disease Control and Prevention	
EPI187559	HA	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI187560	NA	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI232769	NS	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI339203	NP	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI339204	MP	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI339205	PA	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI339206	PB1	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI339207	PB2	United States	2009-Apr-04	B/Michigan/01/2009	Michigan Department of Community Health	Centers for Disease Control and Prevention	
EPI180357	NP	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180358	NS	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180359	PA	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180360	PB1	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180361	PB2	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180354	HA	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180355	MP	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180356	NA	Taiwan	2007-Jan-13	B/Taiwan/40/2007		Other Database Import	
EPI180005	HA	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI180006	MP	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI180007	NA	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI180008	NP	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI180009	NS	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI180010	PA	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI180011	PB1	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI180012	PB2	Malaysia	2004-Jan-01	B/Malaysia/2506/2004		Other Database Import	
EPI179997	HA	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI179998	MP	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI179999	NA	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI180000	NP	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI180001	NS	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI180002	PA	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI180003	PB1	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI180004	PB2	China	1994-Jan-01	B/Harbin/7/1994		Other Database Import	
EPI179989	HA	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179990	MP	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179991	NA	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179992	NP	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179993	NS	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179994	PA	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179995	PB1	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179996	PB2	Nicaragua	2008-Jun-02	B/Managua/4577.01/2008		Other Database Import	
EPI179981	HA	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179982	MP	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179983	NA	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179984	NP	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179985	NS	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179986	PA	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179987	PB1	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179988	PB2	Nicaragua	2008-Apr-21	B/Managua/4705.02/2008		Other Database Import	
EPI179973	HA	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179974	MP	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179975	NA	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179976	NP	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179977	NS	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179978	PA	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179979	PB1	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179980	PB2	Taiwan	2002-Jun-13	B/Taiwan/3246/2002		Other Database Import	
EPI179965	HA	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179966	MP	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179967	NA	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179968	NP	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179969	NS	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179970	PA	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179971	PB1	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179972	PB2	Taiwan	2002-May-21	B/Taiwan/2643/2002		Other Database Import	
EPI179957	HA	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179958	MP	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179959	NA	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179960	NP	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179961	NS	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179962	PA	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179963	PB1	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179964	PB2	Taiwan	2006-Nov-23	B/Taiwan/2894/2006		Other Database Import	
EPI179949	HA	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179950	MP	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179951	NA	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179952	NP	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179953	NS	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179954	PA	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179955	PB1	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179956	PB2	Taiwan	2005-Jan-01	B/Taiwan/202/2005		Other Database Import	
EPI179941	HA	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179942	MP	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179943	NA	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179944	NP	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179945	NS	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179946	PA	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179947	PB1	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179948	PB2	Taiwan	2004-Dec-31	B/Taiwan/3395/2004		Other Database Import	
EPI179933	HA	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179934	MP	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179935	NA	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179936	NP	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179937	NS	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179938	PA	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179939	PB1	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179940	PB2	Taiwan	2006-Dec-30	B/Taiwan/1838/2006		Other Database Import	
EPI179925	HA	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI179926	MP	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI179927	NA	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI179928	NP	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI179929	NS	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI179930	PA	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI179931	PB1	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI179932	PB2	Taiwan	2006-Nov-11	B/Taiwan/2755/2006		Other Database Import	
EPI176647	HA	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI176648	MP	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI176649	NA	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI176650	NP	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI176651	NS	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI176652	PA	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI176653	PB1	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI176654	PB2	United States	2007-Mar-08	B/Tennessee/UR06-0559/2007		Other Database Import	
EPI175811	HA	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175812	MP	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175813	NA	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175814	NP	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175815	NS	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175816	PA	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175817	PB1	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175818	PB2	Nicaragua	2008-Mar-04	B/Managua/4787.01/2008		Other Database Import	
EPI175803	HA	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175804	MP	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175805	NA	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175806	NP	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175807	NS	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175808	PA	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175809	PB1	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175810	PB2	Nicaragua	2008-Jun-04	B/Managua/3759.01/2008		Other Database Import	
EPI175795	HA	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175796	MP	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175797	NA	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175798	NP	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175799	NS	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175800	PA	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175801	PB1	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175802	PB2	Nicaragua	2008-May-27	B/Managua/4847.02/2008		Other Database Import	
EPI175787	HA	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175788	MP	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175789	NA	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175790	NP	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175791	NS	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175792	PA	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175793	PB1	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175794	PB2	Taiwan	2007-Jan-03	B/Taiwan/45/2007		Other Database Import	
EPI175779	HA	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175780	MP	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175781	NA	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175782	NP	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175783	NS	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175784	PA	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175785	PB1	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175786	PB2	United States	2008-Mar-05	B/Pennsylvania/PIT66/2008		Other Database Import	
EPI175771	HA	United States	2008-Mar-20	B/Pennsylvania/PIT63/2008		Other Database Import	
EPI175772	MP	United States	2008-Mar-20	B/Pennsylvania/PIT63/2008		Other Database Import	
EPI175773	NA	United States	2008-Mar-20	B/Pennsylvania/PIT63/2008		Other Database Import	
EPI175774	NP	United States	2008-Mar-20	B/Pennsylvania/PIT63/2008		Other Database Import	
EPI175775	NS	United States	2008-Mar-20	B/Pennsylvania/PIT63/2008		Other Database Import	
