We acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI293672	HA	China	2010-May-05	B/Shanghai-Pudongxin/1467/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293664	HA	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293657	NP	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293658	NS	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293659	MP	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293660	PA	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293661	PB2	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293662	PB1	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293663	NA	China	2010-Sep-05	B/Shanghai-Fengxian/1550/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293649	NP	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293650	NS	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293651	MP	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293652	PA	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293653	PB2	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293654	PB1	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293655	NA	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293656	HA	China	2010-Aug-16	B/Guangxi-Xixiangtang/1545/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293641	NP	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293642	NS	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293643	MP	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293644	PA	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293645	PB2	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293646	PB1	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293647	NA	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293648	HA	China	2010-Jul-12	B/Shanghai-Chongming/1411/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293633	NP	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293634	NS	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293635	MP	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293636	PA	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293637	PB2	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293638	PB1	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293639	NA	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293640	HA	China	2010-Jul-09	B/Fujian-Licheng/118/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293625	NP	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293626	NS	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293627	MP	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293628	PA	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293629	PB2	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293630	PB1	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293631	NA	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293632	HA	China	2010-Jun-18	B/Guangxi-Xixiangtang/1455/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293617	NP	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293618	NS	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293619	MP	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293620	PA	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293621	PB2	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293622	PB1	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293623	NA	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293624	HA	China	2010-Jun-07	B/Guizhou-Nanming/1443/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293616	HA	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293609	NP	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293610	NS	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293611	MP	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293612	PA	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293613	PB2	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293614	PB1	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293615	NA	China	2010-May-05	B/Chongqing-Yuzhong/1294/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293601	NP	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293602	NS	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293603	MP	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293604	PA	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293605	PB2	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293606	PB1	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293607	NA	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293608	HA	China	2010-May-04	B/Beijing-Xicheng/11082/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293593	NP	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293594	NS	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293595	MP	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293596	PA	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293597	PB2	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293598	PB1	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293599	NA	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293600	HA	China	2010-Apr-06	B/Beijing-Xicheng/1846/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293585	NP	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293586	NS	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293587	MP	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293588	PA	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293589	PB2	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293590	PB1	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293591	NA	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI293592	HA	China	2010-Apr-01	B/Jiangxi-Donghu/1329/2010	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center	Yu Lan,Xiyan Li,Xiang Zhao,Yanhui Cheng,minju Tan,Bin Liu,Yaoyao Chen,Lei Yang,Dayan Wang,Dexin Li,Yuelong Shu
EPI278986	PA	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278987	PB1	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278988	PB2	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278983	NP	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278984	NS	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278985	MP	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278989	NA	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278990	HA	Taiwan	2010-Apr-06	B/Taiwan/11/2010	ADImmune Corporation	Centers for Disease Control and Prevention	
EPI278973	HA	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
EPI278967	NS	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
EPI278968	MP	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
EPI278969	PA	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
EPI278970	PB1	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
EPI278971	PB2	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
EPI278972	NA	Panama	2010-Jun-22	B/Panama/307237/2010	Instituto Conmemorativo Gorgas de Estudios de la Salud	Centers for Disease Control and Prevention	
